Country,Indicator,Value,Rank,Country_with_rank
Austria,GDP per capita,56.8,15,15. Austria
Belgium,GDP per capita,56,16,16. Belgium
Germany,GDP per capita,55.8,17,17. Germany
Canada,GDP per capita,54.3,18,18. Canada
Israel,GDP per capita,54.2,19,19. Israel
"Hong Kong SAR, China",GDP per capita,54.1,20,"20. Hong Kong SAR, China"
Finland,GDP per capita,53.2,21,21. Finland
United Kingdom,GDP per capita,52.6,22,22. United Kingdom
United Arab Emirates,GDP per capita,49.4,23,23. United Arab Emirates
Andorra,GDP per capita,49.3,24,24. Andorra
New Zealand,GDP per capita,48.7,25,25. New Zealand
France,GDP per capita,46.2,26,26. France
Malta,GDP per capita,42.3,27,27. Malta
Italy,GDP per capita,40.2,28,28. Italy
Sint Maarten (Dutch part),GDP per capita,40,29,29. Sint Maarten (Dutch part)
"Bahamas, The",GDP per capita,39.5,30,"30. Bahamas, The"
Puerto Rico (US),GDP per capita,39.3,31,31. Puerto Rico (US)
Cyprus,GDP per capita,38.7,32,32. Cyprus
Turks and Caicos Islands,GDP per capita,37.5,33,33. Turks and Caicos Islands
Spain,GDP per capita,35.3,34,34. Spain
Saudi Arabia,GDP per capita,35.1,35,35. Saudi Arabia
Slovenia,GDP per capita,34.1,36,36. Slovenia
Brunei Darussalam,GDP per capita,33.4,37,37. Brunei Darussalam
Japan,GDP per capita,32.5,38,38. Japan
Kuwait,GDP per capita,32.2,39,39. Kuwait
Czechia,GDP per capita,31.7,40,40. Czechia
Estonia,GDP per capita,31.2,41,41. Estonia
Bahrain,GDP per capita,30,42,42. Bahrain
Guyana,GDP per capita,29.9,43,43. Guyana
Lithuania,GDP per capita,29.4,44,44. Lithuania
Portugal,GDP per capita,28.8,45,45. Portugal
Slovak Republic,GDP per capita,26.1,46,46. Slovak Republic
Barbados,GDP per capita,25.4,47,47. Barbados
Poland,GDP per capita,25,48,48. Poland
Greece,GDP per capita,24.8,49,49. Greece
Croatia,GDP per capita,23.9,50,50. Croatia
Uruguay,GDP per capita,23.9,51,51. Uruguay
Antigua and Barbuda,GDP per capita,23.7,52,52. Antigua and Barbuda
Latvia,GDP per capita,23.4,53,53. Latvia
Hungary,GDP per capita,23.3,54,54. Hungary
St. Kitts and Nevis,GDP per capita,22.8,55,55. St. Kitts and Nevis
Oman,GDP per capita,20.2,56,56. Oman
Romania,GDP per capita,20.1,57,57. Romania
Trinidad and Tobago,GDP per capita,19.3,58,58. Trinidad and Tobago
Panama,GDP per capita,19.1,59,59. Panama
Costa Rica,GDP per capita,18.6,60,60. Costa Rica
Seychelles,GDP per capita,17.9,61,61. Seychelles
Bulgaria,GDP per capita,17.4,62,62. Bulgaria
Chile,GDP per capita,16.7,63,63. Chile
Turkiye,GDP per capita,15.5,64,64. Turkiye
Russian Federation,GDP per capita,14.9,65,65. Russian Federation
Mexico,GDP per capita,14.2,66,66. Mexico
St. Lucia,GDP per capita,14.2,67,67. St. Lucia
Kazakhstan,GDP per capita,14,68,68. Kazakhstan
Argentina,GDP per capita,13.9,69,69. Argentina
Serbia,GDP per capita,13.5,70,70. Serbia
Nauru,GDP per capita,13.4,71,71. Nauru
China,GDP per capita,13.3,72,72. China
Maldives,GDP per capita,13.2,73,73. Maldives
Montenegro,GDP per capita,12.9,74,74. Montenegro
Grenada,GDP per capita,11.9,75,75. Grenada
Malaysia,GDP per capita,11.9,76,76. Malaysia
Mauritius,GDP per capita,11.9,77,77. Mauritius
St. Vincent and the Grenadines,GDP per capita,11.5,78,78. St. Vincent and the Grenadines
Dominican Republic,GDP per capita,10.9,79,79. Dominican Republic
Dominica,GDP per capita,10.4,80,80. Dominica
Brazil,GDP per capita,10.3,81,81. Brazil
Albania,GDP per capita,10,82,82. Albania
North Macedonia,GDP per capita,9.3,83,83. North Macedonia
Georgia,GDP per capita,9.2,84,84. Georgia
Bosnia and Herzegovina,GDP per capita,9,85,85. Bosnia and Herzegovina
Turkmenistan,GDP per capita,8.6,86,86. Turkmenistan
Armenia,GDP per capita,8.5,87,87. Armenia
Peru,GDP per capita,8.5,88,88. Peru
Belize,GDP per capita,8.4,89,89. Belize
Belarus,GDP per capita,8.3,90,90. Belarus
Gabon,GDP per capita,8.2,91,91. Gabon
Colombia,GDP per capita,7.9,92,92. Colombia
Botswana,GDP per capita,7.7,93,93. Botswana
Moldova,GDP per capita,7.6,94,94. Moldova
Marshall Islands,GDP per capita,7.5,95,95. Marshall Islands
Suriname,GDP per capita,7.4,96,96. Suriname
Azerbaijan,GDP per capita,7.3,97,97. Azerbaijan
Kosovo,GDP per capita,7.3,98,98. Kosovo
Thailand,GDP per capita,7.3,99,99. Thailand
Jamaica,GDP per capita,7,100,100. Jamaica
Ecuador,GDP per capita,6.9,101,101. Ecuador
Equatorial Guinea,GDP per capita,6.7,102,102. Equatorial Guinea
Mongolia,GDP per capita,6.7,103,103. Mongolia
Paraguay,GDP per capita,6.4,104,104. Paraguay
Fiji,GDP per capita,6.3,105,105. Fiji
Libya,GDP per capita,6.3,106,106. Libya
South Africa,GDP per capita,6.3,107,107. South Africa
Guatemala,GDP per capita,6.2,108,108. Guatemala
Iraq,GDP per capita,6.1,109,109. Iraq
Algeria,GDP per capita,5.6,110,110. Algeria
El Salvador,GDP per capita,5.6,111,111. El Salvador
Ukraine,GDP per capita,5.4,112,112. Ukraine
Cabo Verde,GDP per capita,5.3,113,113. Cabo Verde
Indonesia,GDP per capita,4.9,114,114. Indonesia
Samoa,GDP per capita,4.9,115,115. Samoa
"Iran, Islamic Rep.",GDP per capita,4.8,116,"116. Iran, Islamic Rep."
Viet Nam,GDP per capita,4.7,117,117. Viet Nam
Jordan,GDP per capita,4.6,118,118. Jordan
Sri Lanka,GDP per capita,4.5,119,119. Sri Lanka
Namibia,GDP per capita,4.4,120,120. Namibia
Tunisia,GDP per capita,4.4,121,121. Tunisia
"Micronesia, Fed. Sts.",GDP per capita,4.2,122,"122. Micronesia, Fed. Sts."
Bolivia,GDP per capita,4,123,123. Bolivia
Morocco,GDP per capita,4,124,124. Morocco
Philippines,GDP per capita,4,125,125. Philippines
Eswatini,GDP per capita,3.9,126,126. Eswatini
Djibouti,GDP per capita,3.5,127,127. Djibouti
Vanuatu,GDP per capita,3.5,128,128. Vanuatu
Honduras,GDP per capita,3.4,129,129. Honduras
"Egypt, Arab Rep.",GDP per capita,3.3,130,"130. Egypt, Arab Rep."
Sao Tome and Principe,GDP per capita,3.2,131,131. Sao Tome and Principe
Uzbekistan,GDP per capita,3.2,132,132. Uzbekistan
Papua New Guinea,GDP per capita,3.1,133,133. Papua New Guinea
Nicaragua,GDP per capita,2.8,134,134. Nicaragua
Cote d'Ivoire,GDP per capita,2.7,135,135. Cote d'Ivoire
India,GDP per capita,2.7,136,136. India
Zimbabwe,GDP per capita,2.7,137,137. Zimbabwe
Bangladesh,GDP per capita,2.6,138,138. Bangladesh
Cambodia,GDP per capita,2.6,139,139. Cambodia
West Bank and Gaza,GDP per capita,2.6,140,140. West Bank and Gaza
"Congo, Rep.",GDP per capita,2.5,141,"141. Congo, Rep."
Ghana,GDP per capita,2.4,142,142. Ghana
Kyrgyz Republic,GDP per capita,2.4,143,143. Kyrgyz Republic
Kiribati,GDP per capita,2.3,144,144. Kiribati
Kenya,GDP per capita,2.2,145,145. Kenya
Angola,GDP per capita,2.1,146,146. Angola
Haiti,GDP per capita,2.1,147,147. Haiti
Lao PDR,GDP per capita,2.1,148,148. Lao PDR
Mauritania,GDP per capita,2.1,149,149. Mauritania
Solomon Islands,GDP per capita,2.1,150,150. Solomon Islands
Cameroon,GDP per capita,1.8,151,151. Cameroon
Comoros,GDP per capita,1.8,152,152. Comoros
Guinea,GDP per capita,1.7,153,153. Guinea
Senegal,GDP per capita,1.7,154,154. Senegal
Benin,GDP per capita,1.5,155,155. Benin
Pakistan,GDP per capita,1.5,156,156. Pakistan
Myanmar,GDP per capita,1.4,157,157. Myanmar
Nepal,GDP per capita,1.4,158,158. Nepal
Tajikistan,GDP per capita,1.3,159,159. Tajikistan
Timor-Leste,GDP per capita,1.3,160,160. Timor-Leste
Tanzania,GDP per capita,1.2,161,161. Tanzania
Zambia,GDP per capita,1.2,162,162. Zambia
Mali,GDP per capita,1.1,163,163. Mali
Uganda,GDP per capita,1.1,164,164. Uganda
Burkina Faso,GDP per capita,1,165,165. Burkina Faso
Chad,GDP per capita,1,166,166. Chad
Guinea-Bissau,GDP per capita,1,167,167. Guinea-Bissau
Lesotho,GDP per capita,1,168,168. Lesotho
Rwanda,GDP per capita,1,169,169. Rwanda
Sudan,GDP per capita,1,170,170. Sudan
Togo,GDP per capita,1,171,171. Togo
"Gambia, The",GDP per capita,0.9,172,"172. Gambia, The"
Sierra Leone,GDP per capita,0.9,173,173. Sierra Leone
Liberia,GDP per capita,0.8,174,174. Liberia
Nigeria,GDP per capita,0.8,175,175. Nigeria
Niger,GDP per capita,0.7,176,176. Niger
"Congo, Dem. Rep.",GDP per capita,0.6,177,"177. Congo, Dem. Rep."
Mozambique,GDP per capita,0.6,178,178. Mozambique
Somalia,GDP per capita,0.6,179,179. Somalia
Central African Republic,GDP per capita,0.5,180,180. Central African Republic
Madagascar,GDP per capita,0.5,181,181. Madagascar
Malawi,GDP per capita,0.5,182,182. Malawi
"Yemen, Rep.",GDP per capita,0.4,183,"183. Yemen, Rep."
Burundi,GDP per capita,0.2,184,184. Burundi
Luxembourg,"GDP per capita, PPP",150.8,1,1. Luxembourg
Singapore,"GDP per capita, PPP",150.7,2,2. Singapore
Ireland,"GDP per capita, PPP",131.2,3,3. Ireland
"Macao SAR, China","GDP per capita, PPP",128.3,4,"4. Macao SAR, China"
Qatar,"GDP per capita, PPP",126.1,5,5. Qatar
Bermuda,"GDP per capita, PPP",119.7,6,6. Bermuda
Norway,"GDP per capita, PPP",101,7,7. Norway
Switzerland,"GDP per capita, PPP",93.8,8,8. Switzerland
Brunei Darussalam,"GDP per capita, PPP",90,9,9. Brunei Darussalam
United States,"GDP per capita, PPP",85.8,10,10. United States
Netherlands,"GDP per capita, PPP",84.2,11,11. Netherlands
Guyana,"GDP per capita, PPP",79.9,12,12. Guyana
Denmark,"GDP per capita, PPP",79.5,13,13. Denmark
Iceland,"GDP per capita, PPP",78.3,14,14. Iceland
United Arab Emirates,"GDP per capita, PPP",78,15,15. United Arab Emirates
"Hong Kong SAR, China","GDP per capita, PPP",75.2,16,"16. Hong Kong SAR, China"
Andorra,"GDP per capita, PPP",74.9,17,17. Andorra
Germany,"GDP per capita, PPP",72.3,18,18. Germany
Belgium,"GDP per capita, PPP",72.1,19,19. Belgium
Austria,"GDP per capita, PPP",71.6,20,20. Austria
Australia,"GDP per capita, PPP",71.2,21,21. Australia
Saudi Arabia,"GDP per capita, PPP",71.2,22,22. Saudi Arabia
Sweden,"GDP per capita, PPP",71,23,23. Sweden
Malta,"GDP per capita, PPP",67.4,24,24. Malta
Bahrain,"GDP per capita, PPP",67.2,25,25. Bahrain
Canada,"GDP per capita, PPP",65.5,26,26. Canada
Finland,"GDP per capita, PPP",64.1,27,27. Finland
France,"GDP per capita, PPP",61.3,28,28. France
Cyprus,"GDP per capita, PPP",61.2,29,29. Cyprus
Italy,"GDP per capita, PPP",60.8,30,30. Italy
United Kingdom,"GDP per capita, PPP",60.6,31,31. United Kingdom
Spain,"GDP per capita, PPP",56.9,32,32. Spain
Czechia,"GDP per capita, PPP",56.8,33,33. Czechia
Slovenia,"GDP per capita, PPP",56.5,34,34. Slovenia
Israel,"GDP per capita, PPP",55.7,35,35. Israel
New Zealand,"GDP per capita, PPP",55.1,36,36. New Zealand
Lithuania,"GDP per capita, PPP",54.4,37,37. Lithuania
Sint Maarten (Dutch part),"GDP per capita, PPP",52.1,38,38. Sint Maarten (Dutch part)
Japan,"GDP per capita, PPP",51.7,39,39. Japan
Kuwait,"GDP per capita, PPP",51.6,40,40. Kuwait
Portugal,"GDP per capita, PPP",50.6,41,41. Portugal
Poland,"GDP per capita, PPP",50.4,42,42. Poland
Puerto Rico (US),"GDP per capita, PPP",50.2,43,43. Puerto Rico (US)
Estonia,"GDP per capita, PPP",49.3,44,44. Estonia
Romania,"GDP per capita, PPP",48.7,45,45. Romania
Croatia,"GDP per capita, PPP",48.6,46,46. Croatia
Hungary,"GDP per capita, PPP",47.6,47,47. Hungary
Russian Federation,"GDP per capita, PPP",47.4,48,48. Russian Federation
Slovak Republic,"GDP per capita, PPP",47.2,49,49. Slovak Republic
Greece,"GDP per capita, PPP",44.1,50,50. Greece
Latvia,"GDP per capita, PPP",43.9,51,51. Latvia
Turkiye,"GDP per capita, PPP",43.9,52,52. Turkiye
Oman,"GDP per capita, PPP",41.7,53,53. Oman
Panama,"GDP per capita, PPP",41.4,54,54. Panama
"Bahamas, The","GDP per capita, PPP",41.2,55,"55. Bahamas, The"
Bulgaria,"GDP per capita, PPP",41.1,56,56. Bulgaria
Kazakhstan,"GDP per capita, PPP",40.8,57,57. Kazakhstan
Malaysia,"GDP per capita, PPP",38.7,58,58. Malaysia
Turks and Caicos Islands,"GDP per capita, PPP",38,59,59. Turks and Caicos Islands
Uruguay,"GDP per capita, PPP",36.4,60,60. Uruguay
Trinidad and Tobago,"GDP per capita, PPP",36,61,61. Trinidad and Tobago
St. Kitts and Nevis,"GDP per capita, PPP",35.5,62,62. St. Kitts and Nevis
Chile,"GDP per capita, PPP",34.6,63,63. Chile
Antigua and Barbuda,"GDP per capita, PPP",33.6,64,64. Antigua and Barbuda
Montenegro,"GDP per capita, PPP",33.4,65,65. Montenegro
Seychelles,"GDP per capita, PPP",33.2,66,66. Seychelles
Belarus,"GDP per capita, PPP",33,67,67. Belarus
Serbia,"GDP per capita, PPP",31.9,68,68. Serbia
Mauritius,"GDP per capita, PPP",31.1,69,69. Mauritius
Argentina,"GDP per capita, PPP",30.2,70,70. Argentina
Costa Rica,"GDP per capita, PPP",30.1,71,71. Costa Rica
Georgia,"GDP per capita, PPP",28.4,72,72. Georgia
St. Lucia,"GDP per capita, PPP",27.6,73,73. St. Lucia
Dominican Republic,"GDP per capita, PPP",27.5,74,74. Dominican Republic
China,"GDP per capita, PPP",27.1,75,75. China
North Macedonia,"GDP per capita, PPP",26.6,76,76. North Macedonia
Maldives,"GDP per capita, PPP",26.5,77,77. Maldives
Mexico,"GDP per capita, PPP",25.7,78,78. Mexico
Azerbaijan,"GDP per capita, PPP",25.1,79,79. Azerbaijan
Thailand,"GDP per capita, PPP",24.7,80,80. Thailand
Albania,"GDP per capita, PPP",23.5,81,81. Albania
Armenia,"GDP per capita, PPP",22.8,82,82. Armenia
Barbados,"GDP per capita, PPP",22.7,83,83. Barbados
Brazil,"GDP per capita, PPP",22.3,84,84. Brazil
Suriname,"GDP per capita, PPP",22.1,85,85. Suriname
Bosnia and Herzegovina,"GDP per capita, PPP",22,86,86. Bosnia and Herzegovina
Colombia,"GDP per capita, PPP",21.5,87,87. Colombia
Gabon,"GDP per capita, PPP",21.5,88,88. Gabon
Dominica,"GDP per capita, PPP",21.3,89,89. Dominica
St. Vincent and the Grenadines,"GDP per capita, PPP",21.3,90,90. St. Vincent and the Grenadines
Botswana,"GDP per capita, PPP",20.5,91,91. Botswana
Turkmenistan,"GDP per capita, PPP",20.4,92,92. Turkmenistan
Grenada,"GDP per capita, PPP",20.2,93,93. Grenada
"Egypt, Arab Rep.","GDP per capita, PPP",19.1,94,"94. Egypt, Arab Rep."
Mongolia,"GDP per capita, PPP",19.1,95,95. Mongolia
Moldova,"GDP per capita, PPP",18.7,96,96. Moldova
Kosovo,"GDP per capita, PPP",18.6,97,97. Kosovo
Ukraine,"GDP per capita, PPP",18.6,98,98. Ukraine
Paraguay,"GDP per capita, PPP",18.5,99,99. Paraguay
"Iran, Islamic Rep.","GDP per capita, PPP",18.4,100,"100. Iran, Islamic Rep."
Peru,"GDP per capita, PPP",17.8,101,101. Peru
Algeria,"GDP per capita, PPP",17.6,102,102. Algeria
Equatorial Guinea,"GDP per capita, PPP",17.6,103,103. Equatorial Guinea
Indonesia,"GDP per capita, PPP",16.4,104,104. Indonesia
Viet Nam,"GDP per capita, PPP",16.4,105,105. Viet Nam
Fiji,"GDP per capita, PPP",16,106,106. Fiji
Ecuador,"GDP per capita, PPP",15.8,107,107. Ecuador
Sri Lanka,"GDP per capita, PPP",15.6,108,108. Sri Lanka
South Africa,"GDP per capita, PPP",15.5,109,109. South Africa
Belize,"GDP per capita, PPP",15.1,110,110. Belize
Iraq,"GDP per capita, PPP",14.5,111,111. Iraq
Tunisia,"GDP per capita, PPP",14.5,112,112. Tunisia
Guatemala,"GDP per capita, PPP",14.4,113,113. Guatemala
Nauru,"GDP per capita, PPP",14.3,114,114. Nauru
Libya,"GDP per capita, PPP",14,115,115. Libya
El Salvador,"GDP per capita, PPP",13.3,116,116. El Salvador
Uzbekistan,"GDP per capita, PPP",11.9,117,117. Uzbekistan
Eswatini,"GDP per capita, PPP",11.8,118,118. Eswatini
Philippines,"GDP per capita, PPP",11.8,119,119. Philippines
Jamaica,"GDP per capita, PPP",11.7,120,120. Jamaica
Namibia,"GDP per capita, PPP",11.7,121,121. Namibia
Cabo Verde,"GDP per capita, PPP",11.3,122,122. Cabo Verde
Bolivia,"GDP per capita, PPP",11.2,123,123. Bolivia
India,"GDP per capita, PPP",11.2,124,124. India
Jordan,"GDP per capita, PPP",10.8,125,125. Jordan
Morocco,"GDP per capita, PPP",10.3,126,126. Morocco
Lao PDR,"GDP per capita, PPP",9.8,127,127. Lao PDR
Bangladesh,"GDP per capita, PPP",9.6,128,128. Bangladesh
Nicaragua,"GDP per capita, PPP",8.7,129,129. Nicaragua
Angola,"GDP per capita, PPP",8.3,130,130. Angola
Marshall Islands,"GDP per capita, PPP",8.2,131,131. Marshall Islands
Cambodia,"GDP per capita, PPP",8,132,132. Cambodia
Ghana,"GDP per capita, PPP",8,133,133. Ghana
Kyrgyz Republic,"GDP per capita, PPP",8,134,134. Kyrgyz Republic
Djibouti,"GDP per capita, PPP",7.8,135,135. Djibouti
Samoa,"GDP per capita, PPP",7.8,136,136. Samoa
Cote d'Ivoire,"GDP per capita, PPP",7.7,137,137. Cote d'Ivoire
Honduras,"GDP per capita, PPP",7.5,138,138. Honduras
Mauritania,"GDP per capita, PPP",7.3,139,139. Mauritania
"Congo, Rep.","GDP per capita, PPP",7,140,"140. Congo, Rep."
Kenya,"GDP per capita, PPP",6.6,141,141. Kenya
Nigeria,"GDP per capita, PPP",6.4,142,142. Nigeria
Pakistan,"GDP per capita, PPP",6.3,143,143. Pakistan
Sao Tome and Principe,"GDP per capita, PPP",6.2,144,144. Sao Tome and Principe
Myanmar,"GDP per capita, PPP",6,145,145. Myanmar
Nepal,"GDP per capita, PPP",5.7,146,146. Nepal
Cameroon,"GDP per capita, PPP",5.6,147,147. Cameroon
Tajikistan,"GDP per capita, PPP",5.4,148,148. Tajikistan
Senegal,"GDP per capita, PPP",5.1,149,149. Senegal
Papua New Guinea,"GDP per capita, PPP",4.9,150,150. Papua New Guinea
Timor-Leste,"GDP per capita, PPP",4.8,151,151. Timor-Leste
Guinea,"GDP per capita, PPP",4.6,152,152. Guinea
Benin,"GDP per capita, PPP",4.4,153,153. Benin
West Bank and Gaza,"GDP per capita, PPP",4.4,154,154. West Bank and Gaza
"Micronesia, Fed. Sts.","GDP per capita, PPP",4.3,155,"155. Micronesia, Fed. Sts."
Tanzania,"GDP per capita, PPP",4.2,156,156. Tanzania
Zambia,"GDP per capita, PPP",4.2,157,157. Zambia
Comoros,"GDP per capita, PPP",4.1,158,158. Comoros
Zimbabwe,"GDP per capita, PPP",3.9,159,159. Zimbabwe
Kiribati,"GDP per capita, PPP",3.7,160,160. Kiribati
Rwanda,"GDP per capita, PPP",3.7,161,161. Rwanda
Vanuatu,"GDP per capita, PPP",3.6,162,162. Vanuatu
Sierra Leone,"GDP per capita, PPP",3.5,163,163. Sierra Leone
"Gambia, The","GDP per capita, PPP",3.4,164,"164. Gambia, The"
Ethiopia,"GDP per capita, PPP",3.3,165,165. Ethiopia
Mali,"GDP per capita, PPP",3.3,166,166. Mali
Uganda,"GDP per capita, PPP",3.3,167,167. Uganda
Haiti,"GDP per capita, PPP",3.2,168,168. Haiti
Togo,"GDP per capita, PPP",3.2,169,169. Togo
Guinea-Bissau,"GDP per capita, PPP",3.1,170,170. Guinea-Bissau
Chad,"GDP per capita, PPP",3,171,171. Chad
Lesotho,"GDP per capita, PPP",3,172,172. Lesotho
Burkina Faso,"GDP per capita, PPP",2.9,173,173. Burkina Faso
Solomon Islands,"GDP per capita, PPP",2.9,174,174. Solomon Islands
Sudan,"GDP per capita, PPP",2.1,175,175. Sudan
Niger,"GDP per capita, PPP",2,176,176. Niger
Liberia,"GDP per capita, PPP",1.9,177,177. Liberia
Madagascar,"GDP per capita, PPP",1.9,178,178. Madagascar
Malawi,"GDP per capita, PPP",1.9,179,179. Malawi
"Congo, Dem. Rep.","GDP per capita, PPP",1.7,180,"180. Congo, Dem. Rep."
Mozambique,"GDP per capita, PPP",1.7,181,181. Mozambique
Somalia,"GDP per capita, PPP",1.6,182,182. Somalia
Central African Republic,"GDP per capita, PPP",1.3,183,183. Central African Republic
Burundi,"GDP per capita, PPP",0.9,184,184. Burundi
China,"GDP, PPP",38190.1,1,1. China
United States,"GDP, PPP",29184.9,2,2. United States
India,"GDP, PPP",16190.8,3,3. India
Russian Federation,"GDP, PPP",6921.2,4,4. Russian Federation
Japan,"GDP, PPP",6407.7,5,5. Japan
Germany,"GDP, PPP",6037.9,6,6. Germany
Brazil,"GDP, PPP",4734.7,7,7. Brazil
Indonesia,"GDP, PPP",4662.9,8,8. Indonesia
France,"GDP, PPP",4201.6,9,9. France
United Kingdom,"GDP, PPP",4196.5,10,10. United Kingdom
Turkiye,"GDP, PPP",3757,11,11. Turkiye
Italy,"GDP, PPP",3589.1,12,12. Italy
Mexico,"GDP, PPP",3361.6,13,13. Mexico
Spain,"GDP, PPP",2778.4,14,14. Spain
Canada,"GDP, PPP",2702.9,15,15. Canada
Saudi Arabia,"GDP, PPP",2514.9,16,16. Saudi Arabia
"Egypt, Arab Rep.","GDP, PPP",2225.2,17,"17. Egypt, Arab Rep."
Australia,"GDP, PPP",1936.8,18,18. Australia
Poland,"GDP, PPP",1841.6,19,19. Poland
Thailand,"GDP, PPP",1770.8,20,20. Thailand
"Iran, Islamic Rep.","GDP, PPP",1688.7,21,"21. Iran, Islamic Rep."
Bangladesh,"GDP, PPP",1674.3,22,22. Bangladesh
Viet Nam,"GDP, PPP",1654.7,23,23. Viet Nam
Pakistan,"GDP, PPP",1579.7,24,24. Pakistan
Netherlands,"GDP, PPP",1515.4,25,25. Netherlands
Nigeria,"GDP, PPP",1498.4,26,26. Nigeria
Argentina,"GDP, PPP",1378.9,27,27. Argentina
Malaysia,"GDP, PPP",1377.1,28,28. Malaysia
